source_id,job_title,job_description,company_name,mid_salary_sgd,pay_period,country_location,city_location
15,PHP Developer,"Job Summary
**
We are looking for Fresher PHP developers who possess a passion for pushing web technology to the limits and will work with our team of talented engineers to design and build the next generation of existing services
The candidate should have basic knowledge of PHP, HTML5, CSS3, Jquery, with good knowledge of communication skills.
Responsibilities and Duties
Candidate must have IT Background and should be familiar with technologies.
Must have good interpersonal skills.
Must have Innovative, knowledgeable, creative, and hard-working
Key Skills
PHP, WordPress, HTML, CSS
Required Experience and Qualifications
Exp. : 0 - 3 Year
Qua. : B.E./B.TECH./M.E./M.TECH./MCA
Contract length: 1 month
Job Types: Full-time, Internship, Fresher
Salary: ₹12,000.00 - ₹34,000.00 per month
Benefits:
Flexible schedule
Schedule:
Day shift
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
Python (Preferred)
Industry:
Software Development",Northstar Software,50500.0,Annual,China,Xi'an
16,Software Engineer,"Responsibilities and Duties :
- Meeting with system users to understand the scope of projects;
- Working with software developers and project support teams;
- Identifying business requirements;
- Project planning;
- Monitoring applications and software systems;
- Testing in different environments including web and mobile;
- Writing bug reports;
- Resource planning;
- Reviewing documentation;
- Working towards departmental and project deadlines;
- Quality assurance;
- Providing objective feedback to software development project teams;
- Problem-solving; functional testing
Skills Required :
- Maintain existing software systems by identifying and correcting software defects.
- Investigate and develop skills in new technologies.
- Create technical specifications and test plans.
- B.Tech/BS in computer science or a related field.
Job Types: Full-time, Fresher
Salary: ₹5,000.00 - ₹8,000.00 per month
Schedule:
Day shift
Experience:
total work: 1 year (Preferred)
Work Remotely:
No",Meridian Data,7541.67,Monthly,Singapore,Singapore
17,Database Administrator,resume required order apply letter interest required order apply list 3 professional reference required order apply order considered applicant must uploaded required material combined document must completed section on-line application purpose position work multiple team functional department develop maintain enhance enterprise peoplesoft application oracle database essential function develop maintain enhance enterprise peoplesoft application oracle database ; maintain peoplesoft environment including installation upgrade patch replication data refreshes performance tuning monitoring web application server ; assist management production non-production oracle database including installation upgrade patch backup recovery replication archiving security tuning disaster recovery monitoring validation support departmental organizational need ; manage database environment identify recommend alternative poorly coded application including consulting end user developer recommend appropriate database solution ; assist application development database design consideration ; assist design data security model help protect university 's data ; comply existing standard document communicate system change ; provide service support determined current service level agreement including on-call support ; provide third level support database system problem work personnel resolve database issue ; perform impact analysis peoplesoft peopletools update provide proposal applying effectively required qualification bachelor ’ degree computer science computer information system computer application computer engineering electronic engineering five 5 year experience database administrator peoplesoft administrator programmer programmer analyst five 5 year experience must included oracle database peoplesoft administration working condition may work around standard office condition repetitive use keyboard workstation us standard office equipment 10 domestic travel trainings/seminars additional information retirement plan position teacher retirement system texas trs subject position least 20 hour per week least 135 day length complete section application including highest level education college degree applicable reference question application questionnaire applying first time make sure complete biographical information including address email phone may update time selecting edit profile application security sensitive ; conviction verification conducted applicant selected eo/aa statement university texas system administration equal opportunity/ affirmative action employer qualified applicant receive consideration employment without regard race color religion sex national origin age disability veteran status sexual orientation reasonable disability accommodation may requested contacting office human resource,QuantumLeaf Labs,4875.0,Monthly,Singapore,Singapore
18,Database Administrator,job description oracle & sql dba responsible implementation configuration maintenance performance critical microsoft sql oracle server system ensure availability consistent performance production ibm sterling b2b integrator system “ hands-on ” position requiring solid technical skill well excellent interpersonal communication skill must capable working independently collaboratively responsibility configure maintain database server process including monitoring system health performance ensure high level performance availability security apply data modeling technique ensure development implementation support effort meet integration performance expectation independently analyze solve correct issue real time providing problem resolution end-to-end refine automate regular process track issue document change assist developer complex query tuning schema refinement provide 24x7 support critical production system perform scheduled maintenance support release deployment activity hour share domain technical expertise providing technical mentorship cross-training peer team member qualification bachelor 's degree computer science c management information system mi information technology computer engineering ‘ ce ’ related discipline 4-8 year sql oracle server administration experience required experience performance tuning optimization pto using native monitoring troubleshooting tool experience backup restores recovery model knowledge high availability ha disaster recovery dr option database server experience working window server linux excellent written verbal communication ability organize plan work independently ability work rapidly changing environment ability multi-task context-switch effectively different activity team additional information information kept confidential according eeo guideline small sample benefit perk offer comprehensive medical dental vision matching 401k generous pto policy commuter benefit happy hour fun event game/break room bagel wednesday,Aster Consulting,59500.0,Annual,Singapore,Singapore
19,Backend Developer,"Job Description

Roles and Responsibilities
Requirements: Expertise in Data Structures and Algorithms. Spring and Spring Boot Framework. 4+ years of Strong Experience in Core Java Backend Development RestAPI / RestFull Web services,Microservices,Multi-threading,OOP's concepts
Desired Candidate Profile

Perks and Benefits

Salary:
INR 10,00,000 - 20,00,000 PA.
Industry:
IT-Software / Software Services
Functional Area:
IT Software - System Programming
Role Category:
Programming & Design
Role:
Software Developer
Key Skills
Core Java
Spring Boot
Desired Candidate Profile
Please refer to the Job description above
Company Profile
GnK E Services Pvt Ltd.
Altimetrik accelerates digital transformation by delivering bite-sized outcomes that boost revenue, improve margins, and increase market share without disrupting current business or customers

Contact Company:
GnK E Services Pvt Ltd.
Address:
Altimetrik India Pvt. Ltd. # 7-P, 93-P, West,, Electronic City, Bengaluru, Karnataka 560100",Pioneer Solutions,96000.0,Annual,China,Suzhou
20,JavaScript Developer,"We are looking for a great JavaScript developer who is proficient in JavaScript technologies like React, Angular or Vue. Your primary focus will be on developing user interface components and implementing them following well-known React, Angular or Vue workflows. You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality products are important.
Opportunity
A Competitive Salary
Retention Bonus for all
An Exciting & Diverse Workload
A nice Office infrastructure
5 days working
Latest Tools needed to do the job
Scope of speedy career growth
Supportive & Friendly Work Culture
Bi-weekly fun activity Events
We love to party so expect a busy social calendar!
Responsibilities
Developing the latest user-facing features using React, Angular or Vue
Designing a modern highly responsive web-based user interface
Building reusable components and front-end libraries for future use
Translating designs and wireframes into high-quality code
Learn and understand user interactions
Optimizing components for maximum performance across a vast array of web-capable devices and browsers
Coordinating with various teams working on distinct layers
As a Frontend Developer, you will be involved from conception to completion with projects that are technologically sound and aesthetically impressive.
Qualifications
BCA / MCA / B.Tech / M.Tech
Skills
React, Redux, Vue, Angular, HTML, CSS, Git, JavaScript, Frontend
Job Type: Full-time
Salary: Up to ₹40,000.00 per month
Experience:
Frontend Development: 2 years (Preferred)
React: 2 years (Preferred)
JavaScript: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",NexaBridge Technologies,76000.0,Annual,China,Xi'an
21,Backend Developer,"YorYo Technologies Ltd, Pune/Hyderabad.
Delivering Capacity Economics.
YorYo is cerebellum for Transportation and Supply chain network. Driven by cutting edge technology platform and asset-light execution, it solves key challenges around capacity balance and movement of goods.
Software Engineer - Back End, Java
We are looking for passionate developer with 1-2 years of experience who loves challenges and building something from ground-up. You will be part of nascent, dynamic and fast-paced team who is looking to reinvent Supply chain and logistics with right balance of technology, operations and customer mindset. You will get the opportunity to grow with company and customers through this journey.
You will be solving some complex NP hard problems, deep down in algorithms and building these to scale. If you have passion to solve complex problems at scale with right aptitude of data structures and analytical abilities then you are in the right place.
You will be responsible for Back End development, REST API design, development and integrations with various systems.
Skills Needed –
In-depth hands on experience with any programming languages including C/C++.
Working knowledge of responsive web design
Working knowledge of databases such as MySQL, Mongo DB, Stored Procedures etc.
Good understanding of REST API’s and integration with backend technologies
Familiarity deploying SAAS solution with Amazon AWS /Saleforce.com / Microsoft Azure and Docker etc.
Preference for candidates with a BE/BTech in Computer Science or Engineering or equivalent.
Location – Pune.
https://www.yoryosolutions.com/
Hindustan Time Coverage
Job Type: Full-time
Salary: ₹400,000.00 - ₹700,000.00 per year
Experience:
work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",Redwood Labs,5958.33,Monthly,Singapore,Singapore
22,iOS Developer,"We have a team of exceptionally talented and trained professionals, who literally breathe and live for technology. We try to constantly improve our working environment, raising standards for life and creating new values for our employees. If you have a degree in IT and a flair for programming, we need you.
*
Roles & Responsibilities-
* Design and build applications for the iOS platform
* Ensure the performance, quality, and responsiveness of applications
* Collaborate with a team to define, design, and ship new features
* Identifying potential problems and resolving application bottlenecks.
* Good to have knowledge of publishing application on App Store.
* Maintaining the code and optimization of the application.
* Designing and implementing application updates.
Skills-
* Proficient with Swift, Xcode, and Cocoa Touch.
* Experience with offline storage, threading, and performance tuning
* Familiarity with RESTful APIs to connect iOS applications to back-end services
* Knowledge of other web technologies and UI/UX standards
* Understanding of Apple’s design principles and interface guidelines
* Good to have swiftUI Knowledge.
* Knowledge of low-level C-based libraries is preferred
* Familiarity with cloud message APIs and push notifications
*
Contract length: 6 months
Job Types: Full-time, Internship, Fresher
Salary: ₹15,000.00 - ₹30,000.00 per month
Schedule:
Day shift
Flexible shift
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Swift (Preferred)",CloudHarbor Technologies,82500.0,Annual,China,Shenzhen
23,Full Stack Developer,premiere ad-tech company new york city hiring full stack engineer join team focused internet thing connected device division ! leading innovation digital home industry mission connect screen world create reactive dynamic engaging on-the-fly marketing experience building backbone tech power internet-connected device type hardware part skilled team able make immediate impact shape core technology effort work highly visible instrumental success system ! required skill & experience full stack experience python/golang + javascript framework plus expertise web framework / web technology / web development familiarity linux http + websocket comprehension desired skill & experience aws amazon web service flask sqlalchemy browser tech like v8 webkit compositing etc built desktop application using native framework offer competitive salary $ 150k doe receive following benefit medical insurance & health saving account hsa 401 k paid sick time leave pre-tax commuter benefit applicant must currently authorized work united state full-time basis future position doe offer sponsorship workbridge associate part motion recruitment network provides staffing solution contract contract-to-hire direct hire across 11 major north american market unique expertise today ’ highest demand tech skill set paired deep network knowledge local technology market result exemplary track record candidate client,GreenByte Labs,5166.67,Monthly,China,Suzhou
24,Node js developer,"We are looking for expreienced Node.js Developers who are having good knowledge about the language. The candidate must have good communication skills. The candidate must have atleast 2 years of experience. The candidate should have a knowledge about vue.js as well.

Job Type: Full-time

Salary: ₹150,000.00 - ₹300,000.00 per month

Experience:
Node.js: 2 years (Required)
Vue.js: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
Indore, Madhya Pradesh (Preferred)
Language:
English (Preferred)
Work Remotely:
Temporarily due to COVID-19",Cobalt Digital,10958.33,Monthly,Singapore,Singapore
